filename,text
sample-153.wav,a line of flame high can be seen in the atmosphere
sample-154.wav,he really was a king a wise king
sample-155.wav,a line of flame high can be seen in the atmosphere
sample-156.wav,he needs three days answered the alchemist
sample-157.wav,the crowd swayed a little as i elbowed my way through
sample-158.wav,it was the first time either had touched the other
sample-159.wav,i'm leaving right now
sample-160.wav,then connect to localhost within windows
sample-161.wav,and he wasn't faring much better
sample-162.wav,the boy closed his book
sample-163.wav,i don't understand what you're talking about the desert said
sample-164.wav,the chair lift took them up the mountain
sample-165.wav,somebody had returned my lost credit card to the bank
sample-166.wav,besides that there was a heap of bicycles
sample-167.wav,that doesn't say much for mine
sample-168.wav,don't give in to your fears said the alchemist in a strangely gentle voice
sample-169.wav,just handling them made him feel better
sample-170.wav,how am i going to live until the bank opens
sample-171.wav,liz put the flowers into a mirrored vase
sample-172.wav,he prepared himself a sandwich and drank some hot tea from a crystal glass
sample-173.wav,promise you'll never lie the way snoopy did
sample-174.wav,there is no wine in this country the young man said
sample-175.wav,a line of flame high can be seen in the atmosphere
sample-176.wav,then she took both of his hands in hers and began quietly to pray
sample-177.wav,you'd think i was on the witness stand
sample-178.wav,the emerald tablet is a direct passage to the soul of the world
sample-179.wav,i've already told you
sample-180.wav,this is for you
sample-181.wav,my tax dollars pay for those public school proms
sample-182.wav,just give me a few hours before you make any decisions
sample-183.wav,and the girl pointed to the south indicating that it was there the strange man lived
sample-184.wav,in one he had read that many years ago a famous arabian alchemist had visited europe
sample-185.wav,one is loved because one is loved
sample-186.wav,they mounted their horses
sample-187.wav,even then he hardly understood what this meant
sample-188.wav,i'd hate to have that many pins stuck in me
sample-189.wav,i met a man with sharp nails
sample-190.wav,only the lights in the great tent remained
sample-191.wav,apparently it's the dumplings that make this stew taste so good
sample-192.wav,when she saw the unknown object bobbing up and down the edge she was absolutely horrified
sample-193.wav,i have known true alchemists the alchemist continued
sample-194.wav,he really was a king a wise king
sample-195.wav,what are these things he asked
sample-196.wav,i pointed out mars a bright dot of light
sample-197.wav,i never saw it before
sample-198.wav,i'm proud of it
sample-199.wav,the boy was embarrassed and confessed that he had observed nothing
sample-200.wav,the thought was so dreadful to him that he forgot about the heat and went forward
sample-201.wav,he left without saying goodbye to the crystal merchant
sample-202.wav,a boy came running towards me
sample-203.wav,a fine bunch of reporters
sample-204.wav,the boy was startled
sample-205.wav,some of those who saw its flight say it travelled with a hissing sound
sample-206.wav,everyone on earth has a treasure that awaits him his heart said
sample-207.wav,it's a code said the boy a bit disappointed
sample-208.wav,what about this job
sample-209.wav,what is an alchemist he asked finally
sample-210.wav,and their eyes spoke of death
sample-211.wav,the alchemist is two hundred years old the englishman had told him
sample-212.wav,he recited an our father silently
sample-213.wav,i'm going to find kyle's mother
sample-214.wav,i would have won the junior olympics if not for those medaling kids
sample-215.wav,his hands began to tremble and the woman sensed it
sample-216.wav,give it to me
sample-217.wav,in spite of this i still believed that there were men in mars
sample-218.wav,the sunset faded into twilight before anything else happened
sample-219.wav,the boy began to dig into the dune
sample-220.wav,this is what was written on the emerald tablet said the alchemist when he had finished
sample-221.wav,sadly my dream of becoming a squirrel whisperer may never happen
sample-222.wav,an army is coming the boy said
sample-223.wav,i noticed that the boy answered
sample-224.wav,the boy was getting irritated
sample-225.wav,you will never be able to escape from your heart
sample-226.wav,the first day passed
sample-227.wav,at most they thought that another meteorite had descended
sample-228.wav,i don't know what she's talking about
sample-229.wav,it seemed such a little thing so bright and small and still
sample-230.wav,but his heart was speaking of other things
sample-231.wav,what if you can't stand him
sample-232.wav,they were strange books
sample-233.wav,brent's opening attack on the governor
sample-234.wav,i've actually fallen in love with him
sample-235.wav,did you actually give tamara that gun
sample-236.wav,i'm smoking too much
sample-237.wav,i know you're unhappy
sample-238.wav,others stumbled upon the stone by accident
sample-239.wav,it was such a gradual movement that he found it only by noticing the dots
sample-240.wav,the englishman said nothing
sample-241.wav,because we're the people and we're tough
sample-242.wav,and he knew what was the fair price for every one of his animals
sample-243.wav,he heard a muffled grating sound and saw the black mark jerk forward an inch or so
sample-244.wav,jupiter has a great red spot
sample-245.wav,then you taught me something of the universal language and the soul of the world
sample-246.wav,i haven't any watch
sample-247.wav,you mean you and me
sample-248.wav,then where is your gun
sample-249.wav,and one can always come back
sample-250.wav,this biscuit is yummy
sample-251.wav,henderson stood up with a spade in his hand
sample-252.wav,the heat lasted until nightfall and all that time he had to carry his jacket
sample-253.wav,many telescopes were pointed at it
sample-254.wav,those are the rules of war the leader explained
sample-255.wav,if you start your emails with greetings let me be the first to welcome you to earth
sample-256.wav,the boy was shocked
sample-257.wav,i have already described the appearance of that colossal bulk which was embedded in the ground
sample-258.wav,the night was warm and i was thirsty
sample-259.wav,calibration complete
sample-260.wav,she refilled her vessel and left
sample-261.wav,that brings you good luck for ten years
sample-262.wav,the boy remembered an old proverb from his country
sample-263.wav,you can hear out of it
sample-264.wav,no matter what happens it's a nice vote of confidence you're getting from your boss
sample-265.wav,the level ground was blackened as far as one could see and it was still giving off smoke
sample-266.wav,it was a pleasant change from talking to his sheep
sample-267.wav,when the sun sets the men will once again surrender their arms to me
sample-268.wav,he hoped that it would be someone as capable as his previous apprentice
sample-269.wav,i would have won the junior olympics if not for those medaling kids
sample-270.wav,the boy remembered an old proverb from his country
sample-271.wav,raisins are delicious
sample-272.wav,finally after hours of waiting the guard bade the boy enter
sample-273.wav,i need you to be spontaneous he asked me out to din din
sample-274.wav,although everything should be under the state's control there is a lot of violence in prisons
sample-275.wav,hunches his mother used to call them
sample-276.wav,he was planning as he left the bar
sample-277.wav,i get thirty dollars a week
sample-278.wav,did she discuss it with you
sample-279.wav,the cottage burned down
sample-280.wav,i am here the boy said
sample-281.wav,and the sand and gravel had been flung violently in every direction
sample-282.wav,i was impatient to see it opened
sample-283.wav,the path through the forest was unlit and scary
sample-284.wav,the heather was on fire and you could see a thin blue smoke rising up slowly
sample-285.wav,no one seemed to have thought about it that night
sample-286.wav,the man was speaking the language of alchemy
sample-287.wav,he suggested that the boy look around the palace and return in two hours
sample-288.wav,a drought hit western europe
sample-289.wav,i found a little crowd of about twenty people surrounding the huge hole
sample-290.wav,the war continued and at times the wind carried the sweet sickly smell of blood
sample-291.wav,i say we don't go out any more
sample-292.wav,the end of the cylinder was still as ogilvy and henderson had left it
sample-293.wav,they're only made of rock crystal and there are millions of rock crystals in the earth
sample-294.wav,he was able to get on his knees but he quickly slipped back
sample-295.wav,ten years at the university and here i am in a corral
sample-296.wav,the time must have been somewhere around six o'clock
sample-297.wav,from then on he would make his own decisions
sample-298.wav,the scabbard was embossed in silver and the handle was black and encrusted with precious stones
sample-299.wav,a touch of colic
sample-300.wav,strange images passed through my mind
sample-301.wav,i should thank you
sample-302.wav,i was wondering if you would work on this project with me because i cant find anyone else
sample-303.wav,that night he told all of this to the alchemist
sample-304.wav,the stranger placed his sword in its scabbard and the boy relaxed
sample-305.wav,another who was searching the boy's bags found the piece of gold
sample-306.wav,they said nothing else
sample-307.wav,but she said nothing
sample-308.wav,i heard a peculiar humming sound from the pit
sample-309.wav,and i told harry i thought i'd be bored to death
sample-310.wav,and i still claim i was right the night i proposed
sample-311.wav,he did find it soon after dawn and not far from the sand pits
sample-312.wav,i had never heard of alchemists before the boy said
sample-313.wav,a large piece suddenly came off and fell with a loud and sharp noise
sample-314.wav,this is what was written on the emerald tablet said the alchemist when he had finished
sample-315.wav,henderson was taking it in
sample-316.wav,he got up early with the idea of finding it
sample-317.wav,the giraffe had become fearful
sample-318.wav,it's still sopping wet
sample-319.wav,and also by unhappiness envy and jealousy
sample-320.wav,one can imagine these two covered with sand running up the little street in the bright sunlight
sample-321.wav,some went away while i was there and other people came
sample-322.wav,with a bag of marshmallows
sample-323.wav,if you pay attention to the present you can improve upon it
sample-324.wav,i want those stamps
sample-325.wav,maybe because that wasn't really his dream
sample-326.wav,it was shredded like lace after an attack from hyperactive kittens
sample-327.wav,all that time the martians must have been getting ready
sample-328.wav,now the moon's out
sample-329.wav,few people realise the immensity of vacancy
sample-330.wav,but i'll make you and maria a business proposition
sample-331.wav,i got it all ready
sample-332.wav,i wanted them to be a part of your inheritance
sample-333.wav,the city was still sleeping
sample-334.wav,it was rising slowly and painfully out of the cylinder
sample-335.wav,in spite of this i still believed that there were men in mars
sample-336.wav,but before i go i want to tell you a little story
sample-337.wav,i didn't find the blowdryer so i just used the vacuumcleaner
sample-338.wav,i won't shut up
sample-339.wav,and i'm certain you'll find it the alchemist said
sample-340.wav,i could die happily and that made me feel good
sample-341.wav,that sobered him a little
sample-342.wav,and there were dunes rocks and plants that insisted on living where survival seemed impossible
sample-343.wav,it was as if the world had fallen silent because the boy's soul had
sample-344.wav,they're not my sheep anymore he said to himself without nostalgia
sample-345.wav,there was absolutely no reason for her to announce it to the entire company
sample-346.wav,she wasn't her type
sample-347.wav,the boy looked around for the ovens and other apparatus used in alchemy but saw none
sample-348.wav,but why do you want a divorce
sample-349.wav,there was no need to imprison them the arabs simply confiscated their horses
sample-350.wav,can you hear me
sample-351.wav,yes that's what love is
sample-352.wav,that night there was another jetting out of gas from the distant planet
sample-353.wav,what do you make of him
sample-354.wav,they placed the symbols of the pilgrimage on the doors of their houses
sample-355.wav,now i too will be one of the women who wait
sample-356.wav,before the sun had reached its high point five hundred tribesmen appeared on the horizon
sample-357.wav,others stumbled upon the stone by accident
sample-358.wav,what's all this mess
sample-359.wav,but now i'm sad and alone
sample-360.wav,he asked it please never to stop speaking to him
sample-361.wav,when you are loved you can do anything in creation
sample-362.wav,the guitar broke and she couldn't play anymore
sample-363.wav,who do you feel is responsible for that
sample-364.wav,do you have any secret hiding place here in the house
sample-365.wav,they were on the right track
sample-366.wav,i was scared but wasted no time in going out and crossing the bridge to the sand pits
sample-367.wav,i'm crazy about adrian
sample-368.wav,he was sure the girl would never understand
sample-369.wav,henderson went into the railway station to telegraph the news to london
sample-370.wav,the thought was so dreadful to him that he forgot about the heat and went forward
sample-371.wav,the alchemist dismounted slowly and the boy did the same
sample-372.wav,he started to read the book he had bought
sample-373.wav,the top had certainly ceased to rotate
sample-374.wav,one key is for encryption the other one for decryption
sample-375.wav,he came to understand its dodges and tricks and to accept it as it was
sample-376.wav,maybe she didn't even remember him
sample-377.wav,i'm never more aware of a room's acoustics than when i'm trying to enjoy a snack i have no intention of sharing
sample-378.wav,better get a pencil out and write it down
sample-379.wav,visiting a university offers great chances for your career
sample-380.wav,there were lights in the upper windows of the houses when the people went to bed
sample-381.wav,this is for you he said holding one of the parts out to the monk
sample-382.wav,his seat was unstable
sample-383.wav,the top of the cylinder was rotating on its body
sample-384.wav,then he dropped his spade picked up his jacket and came out into the road
sample-385.wav,i don't know what she's talking about
sample-386.wav,i shall make us some ice cubes
sample-387.wav,how does slacker robbie feel about that
sample-388.wav,the war is going to end someday the girl said
sample-389.wav,i had a momentary impulse to go back and help him but i was too scared to do anything
sample-390.wav,strange images passed through my mind
sample-391.wav,is winged victory showing anywhere in one minute
sample-392.wav,and ask for a glass of wine for me
sample-393.wav,i don't think i follow you
sample-394.wav,and the girl pointed to the south indicating that it was there the strange man lived
sample-395.wav,can i help you asked the man behind the window
sample-396.wav,something terribly important's happened
sample-397.wav,everyone when they are young knows what their destiny is
sample-398.wav,where was his horse
sample-399.wav,you know where i can get it
sample-400.wav,you're sure you don't mind
sample-401.wav,it is the most valuable stamp in the world
sample-402.wav,and one or two persons were returning
sample-403.wav,everyone on earth has a treasure that awaits him his heart said
sample-404.wav,he needed someone to talk to so as to avoid thinking about the possibility of war
sample-405.wav,then the thing came upon him in a flash
sample-406.wav,it was the pure language of the world
sample-407.wav,he knew how to shear them and how to slaughter them
sample-408.wav,he decided to spend the night there
sample-409.wav,the boy was shocked
sample-410.wav,the boy was getting irritated
